고유 ID,주문 Id,주문 날짜,배송 날짜,배송 형태,고객번호,고객 이름,세그먼트,국가,지역,시도,시군구,제품 코드,범주,하위 범주,매출,수량,수익,할인율
1386,IN-2020-52153,2020-10-25,2020-10-30,일반 배송,SE-18790,전용상,홈 오피스,대한민국,수도권,서울특별시,관악구,OFF-LA-10002703,사무용품,라벨,56512.08,6,18139.68,0.10 
1387,IN-2020-70185,2020-10-26,2020-10-26,당일 배송,DG-11455,구보검,홈 오피스,대한민국,대경권,대구광역시,달서구,TEC-PH-10003752,사무기기,전화기,199573.2,3,69768,0.00 
1388,ID-2020-35885,2020-10-26,2020-10-30,일반 배송,SE-21685,노우석,홈 오피스,대한민국,수도권,서울특별시,구로구,TEC-MA-10002633,사무기기,전산기기,153091.8,1,-134731.8,0.50 
1389,ID-2020-35885,2020-10-26,2020-10-30,일반 배송,SE-21685,노우석,홈 오피스,대한민국,수도권,서울특별시,구로구,FUR-BO-10001934,가구,책장,890533.44,3,-133587.36,0.20 
1390,IN-2020-33414,2020-10-26,2020-11-01,일반 배송,GG-16375,배정순,홈 오피스,대한민국,수도권,경기도,가평군,TEC-PH-10002443,사무기기,전화기,309733.2,2,58813.2,0.00 
1391,IN-2020-33414,2020-10-26,2020-11-01,일반 배송,GG-16375,배정순,홈 오피스,대한민국,수도권,경기도,가평군,OFF-FA-10000027,사무용품,파스너,32925.6,2,15789.6,0.00 
1392,IN-2020-33414,2020-10-26,2020-11-01,일반 배송,GG-16375,배정순,홈 오피스,대한민국,수도권,경기도,가평군,OFF-LA-10002319,사무용품,라벨,11322,1,4865.4,0.00 
1393,IN-2020-33414,2020-10-26,2020-11-01,일반 배송,GG-16375,배정순,홈 오피스,대한민국,수도권,경기도,가평군,OFF-AR-10001965,사무용품,필기구,54468,2,11934,0.00 
1394,IN-2020-33414,2020-10-26,2020-11-01,일반 배송,GG-16375,배정순,홈 오피스,대한민국,수도권,경기도,가평군,FUR-FU-10004780,가구,가구류,224604,2,2203.2,0.00 
1395,IN-2020-67672,2020-10-26,2020-10-30,일반 배송,BS-13390,최찬호,홈 오피스,대한민국,부울경,부산광역시,서구,OFF-BI-10003646,사무용품,바인더,14375.88,2,1891.08,0.10 
1396,ID-2020-58250,2020-10-27,2020-11-02,일반 배송,SE-21160,오진현,기업 고객,대한민국,수도권,서울특별시,서초구,OFF-PA-10004260,사무용품,종이,15079.68,2,-2239.92,0.45 
1397,ID-2020-58250,2020-10-27,2020-11-02,일반 배송,SE-21160,오진현,기업 고객,대한민국,수도권,서울특별시,서초구,OFF-LA-10002630,사무용품,라벨,17621.01,3,-9643.59,0.45 
1398,ID-2020-58250,2020-10-27,2020-11-02,일반 배송,SE-21160,오진현,기업 고객,대한민국,수도권,서울특별시,서초구,FUR-CH-10002250,가구,의자,1430335.8,4,419556.6,0.25 
1399,ID-2020-58250,2020-10-27,2020-11-02,일반 배송,SE-21160,오진현,기업 고객,대한민국,수도권,서울특별시,서초구,FUR-FU-10003447,가구,가구류,77295.6,4,15361.2,0.25 
1400,IN-2020-30586,2020-10-27,2020-10-29,빠른 배송,GG-13660,조성보,소비자,대한민국,수도권,경기도,수원시,FUR-CH-10004491,가구,의자,312909.48,2,90386.28,0.10 
1401,IN-2020-30586,2020-10-27,2020-10-29,빠른 배송,GG-13660,조성보,소비자,대한민국,수도권,경기도,수원시,TEC-CO-10000269,사무기기,복사기,354439.8,3,-11842.2,0.10 
1402,IN-2020-30586,2020-10-27,2020-10-29,빠른 배송,GG-13660,조성보,소비자,대한민국,수도권,경기도,수원시,OFF-SU-10000707,사무용품,일반 사무용품,164468.88,4,60184.08,0.10 
1403,IN-2020-42542,2020-10-27,2020-10-31,일반 배송,GJ-11920,주유화,소비자,대한민국,호남,광주광역시,남구,OFF-BI-10000089,사무용품,바인더,49158.9,2,19660.5,0.15 
1404,IN-2020-24055,2020-10-27,2020-11-01,일반 배송,JN-21520,차호성,소비자,대한민국,호남,전라남도,진도군,OFF-AP-10003598,사무용품,가전,879329.556,2,116532.756,0.17 
1405,IN-2020-13492,2020-10-27,2020-10-29,빠른 배송,JB-10945,한규화,소비자,대한민국,호남,전라북도,정읍시,OFF-BI-10002792,사무용품,바인더,23638.5,5,-11857.5,0.50 
1406,IN-2020-13492,2020-10-27,2020-10-29,빠른 배송,JB-10945,한규화,소비자,대한민국,호남,전라북도,정읍시,OFF-PA-10003550,사무용품,종이,91983.6,4,-64443.6,0.50 
1407,ID-2020-23593,2020-10-27,2020-11-02,일반 배송,US-16390,한민철,기업 고객,대한민국,부울경,울산광역시,남구,OFF-SU-10003473,사무용품,일반 사무용품,111012.21,5,-14753.79,0.47 
1408,ID-2020-23593,2020-10-27,2020-11-02,일반 배송,US-16390,한민철,기업 고객,대한민국,부울경,울산광역시,남구,TEC-CO-10003342,사무기기,복사기,900951.822,3,135615.222,0.07 
1409,IN-2020-33183,2020-10-28,2020-10-30,빠른 배송,DJ-20170,김자현,소비자,대한민국,충청,대전광역시,중구,TEC-CO-10003901,사무기기,복사기,1727094.6,7,846090,0.00 
1410,IN-2020-33183,2020-10-28,2020-10-30,빠른 배송,DJ-20170,김자현,소비자,대한민국,충청,대전광역시,중구,FUR-BO-10004771,가구,책장,2519910,6,529135.2,0.00 
1411,IN-2020-33183,2020-10-28,2020-10-30,빠른 배송,DJ-20170,김자현,소비자,대한민국,충청,대전광역시,중구,OFF-ST-10004847,사무용품,수납용품,543456,4,249940.8,0.00 
1412,IN-2020-33183,2020-10-28,2020-10-30,빠른 배송,DJ-20170,김자현,소비자,대한민국,충청,대전광역시,중구,OFF-PA-10004286,사무용품,종이,95900.4,2,24908.4,0.00 
1413,IN-2020-33183,2020-10-28,2020-10-30,빠른 배송,DJ-20170,김자현,소비자,대한민국,충청,대전광역시,중구,OFF-ST-10003606,사무용품,수납용품,11016,1,2754,0.00 
1414,IN-2020-33183,2020-10-28,2020-10-30,빠른 배송,DJ-20170,김자현,소비자,대한민국,충청,대전광역시,중구,TEC-PH-10000896,사무기기,전화기,929750.4,6,315975.6,0.00 
1415,IN-2020-33183,2020-10-28,2020-10-30,빠른 배송,DJ-20170,김자현,소비자,대한민국,충청,대전광역시,중구,OFF-AP-10002283,사무용품,가전,430389,5,124695,0.00 
1416,IN-2020-33183,2020-10-28,2020-10-30,빠른 배송,DJ-20170,김자현,소비자,대한민국,충청,대전광역시,중구,OFF-BI-10000206,사무용품,바인더,34241.4,3,13678.2,0.00 
1417,IN-2020-73839,2020-10-28,2020-11-03,일반 배송,GG-21760,유인철,기업 고객,대한민국,수도권,경기도,고양시,OFF-BI-10003917,사무용품,바인더,26134.542,7,4071.942,0.17 
1418,IN-2020-73839,2020-10-28,2020-11-03,일반 배송,GG-21760,유인철,기업 고객,대한민국,수도권,경기도,고양시,TEC-AC-10002568,사무기기,악세사리,63606.996,2,-2427.804,0.47 
1419,IN-2020-69177,2020-10-28,2020-11-01,일반 배송,SE-20080,조명석,소비자,대한민국,수도권,서울특별시,송파구,FUR-BO-10003793,가구,책장,1311179.4,9,576687.6,0.00 
1420,IN-2020-69177,2020-10-28,2020-11-01,일반 배송,SE-20080,조명석,소비자,대한민국,수도권,서울특별시,송파구,TEC-MA-10004954,사무기기,전산기기,189261,5,81243,0.00 
1421,IN-2020-70017,2020-10-29,2020-11-04,일반 배송,JB-16900,김차연,소비자,대한민국,호남,전라북도,전주시,OFF-ST-10004768,사무용품,수납용품,404715.6,2,169952.4,0.00 
1422,IN-2020-70017,2020-10-29,2020-11-04,일반 배송,JB-16900,김차연,소비자,대한민국,호남,전라북도,전주시,OFF-ST-10001694,사무용품,수납용품,35679.6,2,11383.2,0.00 
1423,IN-2020-46413,2020-10-29,2020-10-29,당일 배송,SE-19375,정준서,소비자,대한민국,수도권,서울특별시,강남구,FUR-CH-10000602,가구,의자,2347020,5,93789,0.00 
1424,IN-2020-46413,2020-10-29,2020-10-29,당일 배송,SE-19375,정준서,소비자,대한민국,수도권,서울특별시,강남구,FUR-FU-10000735,가구,가구류,443088,4,66463.2,0.00 
1425,ID-2020-45433,2020-10-29,2020-11-05,일반 배송,JB-10975,조호성,기업 고객,대한민국,호남,전라북도,부안군,OFF-FA-10002156,사무용품,파스너,39328.65,5,-26002.35,0.47 
1426,ID-2020-45433,2020-10-29,2020-11-05,일반 배송,JB-10975,조호성,기업 고객,대한민국,호남,전라북도,부안군,OFF-FA-10000248,사무용품,파스너,22672.764,3,1283.364,0.47 
1427,IN-2020-81168,2020-10-29,2020-11-04,일반 배송,DJ-18670,진무현,소비자,대한민국,충청,대전광역시,서구,TEC-CO-10003561,사무기기,복사기,484704,2,87210,0.00 
1428,ID-2020-57291,2020-10-30,2020-11-04,일반 배송,US-20890,민효신,기업 고객,대한민국,부울경,울산광역시,중구,FUR-TA-10001633,가구,탁자,761995.08,2,-239542.92,0.30 
1429,IN-2020-68120,2020-10-30,2020-11-04,일반 배송,GG-15235,우설희,소비자,대한민국,수도권,경기도,광명시,FUR-BO-10001753,가구,책장,555619.5,5,209839.5,0.10 
1430,IN-2020-55443,2020-10-31,2020-11-02,빠른 배송,GN-20215,유아현,소비자,대한민국,부울경,경상남도,고성군,OFF-LA-10002876,사무용품,라벨,17870.4,2,7650,0.00 
1431,IN-2020-50095,2020-11-01,2020-11-05,일반 배송,BS-16765,문희진,소비자,대한민국,부울경,부산광역시,북구,OFF-AR-10003046,사무용품,필기구,143024.4,3,42870.6,0.00 
1432,IN-2020-79950,2020-11-01,2020-11-03,빠른 배송,GB-13630,심소연,소비자,대한민국,대경권,경상북도,경주시,OFF-BI-10003397,사무용품,바인더,12484.8,2,5202,0.00 
1433,ID-2020-81357,2020-11-01,2020-11-04,빠른 배송,GB-11545,차준석,기업 고객,대한민국,대경권,경상북도,문경시,OFF-FA-10002025,사무용품,파스너,23537.52,2,-12203.28,0.40 
1434,IN-2020-30341,2020-11-02,2020-11-07,일반 배송,GG-11635,구현철,소비자,대한민국,수도권,경기도,양주시,OFF-BI-10001744,사무용품,바인더,260559,5,28611,0.00 
1435,IN-2020-30341,2020-11-02,2020-11-07,일반 배송,GG-11635,구현철,소비자,대한민국,수도권,경기도,양주시,FUR-CH-10001477,가구,의자,329929.2,6,141739.2,0.00 
1436,ID-2020-77619,2020-11-02,2020-11-03,특급 배송,SE-18160,임승은,소비자,대한민국,수도권,서울특별시,송파구,OFF-ST-10003547,사무용품,수납용품,49908.6,2,-6028.2,0.50 
1437,ID-2020-77619,2020-11-02,2020-11-03,특급 배송,SE-18160,임승은,소비자,대한민국,수도권,서울특별시,송파구,OFF-EN-10002140,사무용품,봉투,84272.4,9,-30569.4,0.50 
1438,ID-2020-77619,2020-11-02,2020-11-03,특급 배송,SE-18160,임승은,소비자,대한민국,수도권,서울특별시,송파구,OFF-ST-10004576,사무용품,수납용품,288925.2,4,-185007.6,0.50 
1439,ID-2020-77619,2020-11-02,2020-11-03,특급 배송,SE-18160,임승은,소비자,대한민국,수도권,서울특별시,송파구,OFF-ST-10003964,사무용품,수납용품,529915.5,5,-402772.5,0.50 
1440,ID-2020-77619,2020-11-02,2020-11-03,특급 배송,SE-18160,임승은,소비자,대한민국,수도권,서울특별시,송파구,OFF-BI-10001032,사무용품,바인더,200736,8,-68299.2,0.50 
1441,ID-2020-77619,2020-11-02,2020-11-03,특급 배송,SE-18160,임승은,소비자,대한민국,수도권,서울특별시,송파구,OFF-SU-10002388,사무용품,일반 사무용품,124006.5,5,-94324.5,0.50 
1442,ID-2020-77619,2020-11-02,2020-11-03,특급 배송,SE-18160,임승은,소비자,대한민국,수도권,서울특별시,송파구,OFF-SU-10003651,사무용품,일반 사무용품,10710,2,-8384.4,0.50 
1443,ID-2020-77619,2020-11-02,2020-11-03,특급 배송,SE-18160,임승은,소비자,대한민국,수도권,서울특별시,송파구,OFF-AP-10002882,사무용품,가전,145288.8,4,-26193.6,0.50 
1444,ID-2020-77619,2020-11-02,2020-11-03,특급 배송,SE-18160,임승은,소비자,대한민국,수도권,서울특별시,송파구,TEC-MA-10004064,사무기기,전산기기,48378.6,2,-14535,0.50 
1445,ID-2020-77619,2020-11-02,2020-11-03,특급 배송,SE-18160,임승은,소비자,대한민국,수도권,서울특별시,송파구,FUR-CH-10004572,가구,의자,100563.84,2,22595.04,0.20 
1446,IN-2020-47701,2020-11-02,2020-11-02,당일 배송,SE-17485,주병욱,소비자,대한민국,수도권,서울특별시,송파구,OFF-EN-10000657,사무용품,봉투,48042,2,15850.8,0.00 
1447,IN-2020-47701,2020-11-02,2020-11-02,당일 배송,SE-17485,주병욱,소비자,대한민국,수도권,서울특별시,송파구,OFF-SU-10003803,사무용품,일반 사무용품,134578.8,3,10740.6,0.00 
1448,IN-2020-47701,2020-11-02,2020-11-02,당일 배송,SE-17485,주병욱,소비자,대한민국,수도권,서울특별시,송파구,TEC-AC-10002914,사무기기,악세사리,757992.6,3,234916.2,0.00 
1449,IN-2020-55919,2020-11-03,2020-11-10,일반 배송,SE-18340,김정아,소비자,대한민국,수도권,서울특별시,관악구,OFF-LA-10004745,사무용품,라벨,28641.6,3,13953.6,0.00 
1450,ID-2020-32042,2020-11-03,2020-11-08,일반 배송,GJ-16270,우정흠,소비자,대한민국,호남,광주광역시,동구,OFF-ST-10001707,사무용품,수납용품,44945.28,1,-3004.92,0.10 
1451,IN-2020-18959,2020-11-03,2020-11-08,일반 배송,GJ-12775,장민준,소비자,대한민국,호남,광주광역시,동구,OFF-LA-10002674,사무용품,라벨,67779,5,3978,0.00 
1452,IN-2020-18959,2020-11-03,2020-11-08,일반 배송,GJ-12775,장민준,소비자,대한민국,호남,광주광역시,동구,TEC-AC-10000398,사무기기,악세사리,232376.4,2,0,0.00 
1453,IN-2020-18959,2020-11-03,2020-11-08,일반 배송,GJ-12775,장민준,소비자,대한민국,호남,광주광역시,동구,TEC-CO-10000972,사무기기,복사기,514814.4,3,236752.2,0.00 
1454,IN-2020-18959,2020-11-03,2020-11-08,일반 배송,GJ-12775,장민준,소비자,대한민국,호남,광주광역시,동구,FUR-FU-10003605,가구,가구류,22674.6,1,10189.8,0.00 
1455,IN-2020-16418,2020-11-04,2020-11-09,일반 배송,GB-13495,고준휘,기업 고객,대한민국,대경권,경상북도,울진군,TEC-CO-10003506,사무기기,복사기,1223755.2,4,403797.6,0.00 
1456,IN-2020-16418,2020-11-04,2020-11-09,일반 배송,GB-13495,고준휘,기업 고객,대한민국,대경권,경상북도,울진군,FUR-CH-10003846,가구,의자,898569,5,0,0.00 
1457,IN-2020-28346,2020-11-04,2020-11-08,일반 배송,GG-20455,박주선,소비자,대한민국,수도권,경기도,부천시,TEC-PH-10003546,사무기기,전화기,231375.78,2,22255.38,0.17 
1458,IN-2020-28087,2020-11-04,2020-11-06,빠른 배송,SE-13105,성정희,기업 고객,대한민국,수도권,서울특별시,성북구,OFF-LA-10000861,사무용품,라벨,36104.94,3,13613.94,0.10 
1459,IN-2020-28087,2020-11-04,2020-11-06,빠른 배송,SE-13105,성정희,기업 고객,대한민국,수도권,서울특별시,성북구,OFF-AP-10004246,사무용품,가전,2577468.6,5,572709.6,0.10 
1460,IN-2020-28087,2020-11-04,2020-11-06,빠른 배송,SE-13105,성정희,기업 고객,대한민국,수도권,서울특별시,성북구,FUR-CH-10003232,가구,의자,2595259.44,6,634227.84,0.10 
1461,ID-2020-37782,2020-11-04,2020-11-08,일반 배송,GN-11665,안지우,소비자,대한민국,부울경,경상남도,밀양시,FUR-FU-10004074,가구,가구류,172056.15,9,-2547.45,0.25 
1462,ID-2020-53686,2020-11-04,2020-11-09,일반 배송,JN-17845,우하민,소비자,대한민국,호남,전라남도,목포시,OFF-AR-10003228,사무용품,필기구,48037.716,2,-5451.084,0.47 
1463,ID-2020-53686,2020-11-04,2020-11-09,일반 배송,JN-17845,우하민,소비자,대한민국,호남,전라남도,목포시,OFF-SU-10003105,사무용품,일반 사무용품,178008.768,7,-97452.432,0.47 
1464,ID-2020-53686,2020-11-04,2020-11-09,일반 배송,JN-17845,우하민,소비자,대한민국,호남,전라남도,목포시,FUR-BO-10003029,가구,책장,249091.038,1,-118629.162,0.37 
1465,ID-2020-28927,2020-11-04,2020-11-10,일반 배송,GN-14320,임순철,소비자,대한민국,부울경,경상남도,함양군,OFF-LA-10003505,사무용품,라벨,52050.6,5,1713.6,0.10 
1466,IN-2020-43298,2020-11-04,2020-11-06,빠른 배송,SE-17485,주병욱,소비자,대한민국,수도권,서울특별시,송파구,FUR-CH-10004584,가구,의자,383356.8,5,110098.8,0.20 
1467,IN-2020-43298,2020-11-04,2020-11-06,빠른 배송,SE-17485,주병욱,소비자,대한민국,수도권,서울특별시,송파구,OFF-LA-10000436,사무용품,라벨,17625.6,4,-14198.4,0.50 
1468,IN-2020-83877,2020-11-04,2020-11-10,일반 배송,JN-21520,차호성,소비자,대한민국,호남,전라남도,진도군,FUR-FU-10000718,가구,가구류,25704,1,5630.4,0.00 
1469,IN-2020-83877,2020-11-04,2020-11-10,일반 배송,JN-21520,차호성,소비자,대한민국,호남,전라남도,진도군,OFF-EN-10003422,사무용품,봉투,78703.2,4,11750.4,0.00 
1470,IN-2020-83877,2020-11-04,2020-11-10,일반 배송,JN-21520,차호성,소비자,대한민국,호남,전라남도,진도군,OFF-LA-10002086,사무용품,라벨,71971.2,6,14320.8,0.00 
1471,ID-2020-59293,2020-11-05,2020-11-07,빠른 배송,SE-16015,서민경,소비자,대한민국,수도권,서울특별시,구로구,TEC-AC-10001639,사무기기,악세사리,66899.25,3,-32887.35,0.45 
1472,ID-2020-59293,2020-11-05,2020-11-07,빠른 배송,SE-16015,서민경,소비자,대한민국,수도권,서울특별시,구로구,FUR-CH-10004312,가구,의자,253827,7,-3427.2,0.25 
1473,ID-2020-59293,2020-11-05,2020-11-07,빠른 배송,SE-16015,서민경,소비자,대한민국,수도권,서울특별시,구로구,FUR-TA-10003003,가구,탁자,1067175,5,-996030,0.55 
1474,IN-2020-50613,2020-11-06,2020-11-09,표준 배송,CN-15325,이우준,기업 고객,대한민국,충청,충청남도,계룡시,TEC-CO-10000560,사무기기,복사기,1048723.2,7,20777.4,0.00 
1475,IN-2020-50613,2020-11-06,2020-11-09,표준 배송,CN-15325,이우준,기업 고객,대한민국,충청,충청남도,계룡시,OFF-SU-10000707,사무용품,일반 사무용품,137057.4,3,58843.8,0.00 
1476,IN-2020-50613,2020-11-06,2020-11-09,표준 배송,CN-15325,이우준,기업 고객,대한민국,충청,충청남도,계룡시,OFF-ST-10003334,사무용품,수납용품,242505,5,43605,0.00 
1477,IN-2020-51215,2020-11-07,2020-11-11,일반 배송,JN-18475,남경화,홈 오피스,대한민국,호남,전라남도,무안군,FUR-FU-10000816,가구,가구류,49847.4,1,16921.8,0.00 
1478,IN-2020-16558,2020-11-07,2020-11-08,특급 배송,SE-10870,배희순,소비자,대한민국,수도권,서울특별시,마포구,OFF-AR-10001525,사무용품,필기구,54728.1,5,2249.1,0.27 
1479,IN-2020-16558,2020-11-07,2020-11-08,특급 배송,SE-10870,배희순,소비자,대한민국,수도권,서울특별시,마포구,OFF-PA-10004495,사무용품,종이,48362.076,3,2737.476,0.47 
1480,ID-2020-29368,2020-11-07,2020-11-11,일반 배송,GG-20365,원철규,소비자,대한민국,수도권,경기도,용인시,OFF-SU-10000207,사무용품,일반 사무용품,123700.5,7,-64367.1,0.50 
1481,ID-2020-52937,2020-11-08,2020-11-10,빠른 배송,GG-17680,남유비,홈 오피스,대한민국,수도권,경기도,양평군,TEC-PH-10001614,사무기기,전화기,353858.4,4,-155815.2,0.50 
1482,IN-2020-81826,2020-11-08,2020-11-10,빠른 배송,DG-21340,손석주,소비자,대한민국,대경권,대구광역시,수성구,FUR-CH-10004050,가구,의자,1858521.6,4,576136.8,0.00 
1483,IN-2020-81826,2020-11-08,2020-11-10,빠른 배송,DG-21340,손석주,소비자,대한민국,대경권,대구광역시,수성구,OFF-BI-10001305,사무용품,바인더,54223.2,4,27050.4,0.00 
1484,ID-2020-38699,2020-11-08,2020-11-09,특급 배송,GG-15985,양일권,소비자,대한민국,수도권,경기도,성남시,OFF-FA-10004447,사무용품,파스너,18066.852,2,-4821.948,0.47 
1485,IN-2020-52783,2020-11-08,2020-11-10,빠른 배송,SE-20920,오희창,소비자,대한민국,수도권,서울특별시,도봉구,TEC-MA-10001267,사무기기,전산기기,88862.4,2,23072.4,0.00 
1486,ID-2020-23012,2020-11-08,2020-11-10,빠른 배송,SE-18625,백상기,기업 고객,대한민국,수도권,서울특별시,서대문구,TEC-MA-10002520,사무기기,전산기기,243392.4,4,-180111.6,0.50 
1487,IN-2020-72502,2020-11-08,2020-11-08,당일 배송,CN-13060,이준모,소비자,대한민국,충청,충청남도,아산시,TEC-PH-10001699,사무기기,전화기,1300377.6,2,221054.4,0.00 
1488,IN-2020-72502,2020-11-08,2020-11-08,당일 배송,CN-13060,이준모,소비자,대한민국,충청,충청남도,아산시,OFF-EN-10003550,사무용품,봉투,109701,3,52601.4,0.00 
1489,IN-2020-72502,2020-11-08,2020-11-08,당일 배송,CN-13060,이준모,소비자,대한민국,충청,충청남도,아산시,OFF-AP-10002104,사무용품,가전,1259251.2,4,138434.4,0.00 
1490,ID-2020-58824,2020-11-08,2020-11-14,일반 배송,GJ-18430,허도희,소비자,대한민국,호남,광주광역시,광산구,TEC-AC-10001835,사무기기,악세사리,22818.726,1,-14237.874,0.47 
1491,IN-2020-16033,2020-11-08,2020-11-13,일반 배송,SE-16795,현희순,홈 오피스,대한민국,수도권,서울특별시,강동구,FUR-BO-10003945,가구,책장,847314,5,381276,0.00 
1492,IN-2020-16033,2020-11-08,2020-11-13,일반 배송,SE-16795,현희순,홈 오피스,대한민국,수도권,서울특별시,강동구,OFF-PA-10001850,사무용품,종이,108446.4,4,32436,0.00 
1493,IN-2020-55275,2020-11-09,2020-11-12,특급 배송,GG-18700,최민서,소비자,대한민국,수도권,경기도,가평군,OFF-EN-10002540,사무용품,봉투,54835.2,4,17992.8,0.00 
1494,IN-2020-62506,2020-11-10,2020-11-12,빠른 배송,BS-20035,백혜슬,홈 오피스,대한민국,부울경,부산광역시,동래구,TEC-CO-10002526,사무기기,복사기,3264040.8,9,1207629,0.00 
1495,ID-2020-36830,2020-11-10,2020-11-13,특급 배송,BS-14170,서선엽,소비자,대한민국,부울경,부산광역시,사하구,OFF-PA-10004727,사무용품,종이,42961.482,3,-12210.318,0.47 
1496,IN-2020-31524,2020-11-10,2020-11-17,일반 배송,SE-12670,성윤성,소비자,대한민국,수도권,서울특별시,강남구,OFF-ST-10004228,사무용품,수납용품,140044.572,3,23550.372,0.17 
1497,ID-2020-82148,2020-11-10,2020-11-15,일반 배송,BS-12310,정성준,기업 고객,대한민국,부울경,부산광역시,연제구,TEC-AC-10004196,사무기기,악세사리,140784.48,2,-86818.32,0.40 
1498,IN-2020-23530,2020-11-10,2020-11-12,빠른 배송,SE-10285,주소연,기업 고객,대한민국,수도권,서울특별시,구로구,TEC-PH-10004261,사무기기,전화기,281091.6,2,78703.2,0.00 
1499,IN-2020-23530,2020-11-10,2020-11-12,빠른 배송,SE-10285,주소연,기업 고객,대한민국,수도권,서울특별시,구로구,OFF-PA-10000579,사무용품,종이,187425,7,65545.2,0.00 
1500,IN-2020-23530,2020-11-10,2020-11-12,빠른 배송,SE-10285,주소연,기업 고객,대한민국,수도권,서울특별시,구로구,FUR-CH-10004694,가구,의자,988747.2,7,355786.2,0.00 
1501,IN-2020-27534,2020-11-10,2020-11-11,특급 배송,DJ-17785,최춘화,기업 고객,대한민국,충청,대전광역시,동구,OFF-ST-10003295,사무용품,수납용품,691333.56,4,74927.16,0.17 
1502,IN-2020-27534,2020-11-10,2020-11-11,특급 배송,DJ-17785,최춘화,기업 고객,대한민국,충청,대전광역시,동구,TEC-AC-10002244,사무기기,악세사리,553877.136,4,-261306.864,0.47 
1503,IN-2020-81301,2020-11-11,2020-11-13,빠른 배송,GG-11635,구현철,소비자,대한민국,수도권,경기도,양주시,FUR-CH-10003341,가구,의자,134272.8,2,65790,0.00 
1504,IN-2020-81301,2020-11-11,2020-11-13,빠른 배송,GG-11635,구현철,소비자,대한민국,수도권,경기도,양주시,TEC-PH-10000412,사무기기,전화기,500310,6,160099.2,0.00 
1505,IN-2020-40323,2020-11-11,2020-11-14,특급 배송,GN-20680,문노아,홈 오피스,대한민국,부울경,경상남도,진주시,FUR-BO-10002990,가구,책장,739296,2,340027.2,0.00 
1506,IN-2020-44558,2020-11-11,2020-11-16,일반 배송,GG-19795,민오성,홈 오피스,대한민국,수도권,경기도,포천시,OFF-EN-10002671,사무용품,봉투,209548.8,4,29253.6,0.00 
1507,IN-2020-31013,2020-11-11,2020-11-15,일반 배송,CB-11395,이선영,기업 고객,대한민국,충청,충청북도,청주시,OFF-BI-10002301,사무용품,바인더,14706.36,3,4057.56,0.10 
1508,IN-2020-35178,2020-11-12,2020-11-16,일반 배송,GJ-13240,남세현,홈 오피스,대한민국,호남,광주광역시,광산구,OFF-EN-10001315,사무용품,봉투,115912.8,4,23133.6,0.00 
1509,IN-2020-35178,2020-11-12,2020-11-16,일반 배송,GJ-13240,남세현,홈 오피스,대한민국,호남,광주광역시,광산구,TEC-CO-10001501,사무기기,복사기,390333.6,2,58507.2,0.00 
1510,IN-2020-35178,2020-11-12,2020-11-16,일반 배송,GJ-13240,남세현,홈 오피스,대한민국,호남,광주광역시,광산구,OFF-EN-10003550,사무용품,봉투,109701,3,52601.4,0.00 
1511,IN-2020-35178,2020-11-12,2020-11-16,일반 배송,GJ-13240,남세현,홈 오피스,대한민국,호남,광주광역시,광산구,TEC-PH-10003713,사무기기,전화기,5839857,9,1635049.8,0.00 
1512,IN-2020-62037,2020-11-12,2020-11-15,특급 배송,GG-21130,명선용,소비자,대한민국,수도권,경기도,수원시,OFF-EN-10003537,사무용품,봉투,69565.122,3,10813.122,0.17 
1513,IN-2020-62037,2020-11-12,2020-11-15,특급 배송,GG-21130,명선용,소비자,대한민국,수도권,경기도,수원시,OFF-ST-10001638,사무용품,수납용품,911686.608,8,131753.808,0.17 
1514,IN-2020-62037,2020-11-12,2020-11-15,특급 배송,GG-21130,명선용,소비자,대한민국,수도권,경기도,수원시,FUR-CH-10003861,가구,의자,796305.024,8,185284.224,0.27 
1515,IN-2020-62037,2020-11-12,2020-11-15,특급 배송,GG-21130,명선용,소비자,대한민국,수도권,경기도,수원시,TEC-AC-10001348,사무기기,악세사리,401103.576,3,-348168.024,0.47 
1516,IN-2020-62037,2020-11-12,2020-11-15,특급 배송,GG-21130,명선용,소비자,대한민국,수도권,경기도,수원시,OFF-LA-10001731,사무용품,라벨,26820.288,3,932.688,0.17 
1517,IN-2020-15256,2020-11-12,2020-11-16,일반 배송,GN-13000,최수혜,소비자,대한민국,부울경,경상남도,거제시,TEC-CO-10001787,사무기기,복사기,1410782.4,8,338558.4,0.00 
1518,IN-2020-61582,2020-11-13,2020-11-15,빠른 배송,GG-10045,최호영,기업 고객,대한민국,수도권,경기도,양주시,OFF-PA-10002811,사무용품,종이,256397.4,9,28090.8,0.00 
1519,ID-2020-83695,2020-11-13,2020-11-16,특급 배송,GW-20395,하태우,소비자,대한민국,강원,강원도,화천군,OFF-BI-10001347,사무용품,바인더,7344,1,-3672,0.40 
1520,ID-2020-83695,2020-11-13,2020-11-16,특급 배송,GW-20395,하태우,소비자,대한민국,강원,강원도,화천군,OFF-BI-10001662,사무용품,바인더,31065.12,4,-636.48,0.40 
1521,IN-2020-16215,2020-11-14,2020-11-20,일반 배송,JJ-17110,노홍익,소비자,대한민국,제주,제주특별자치도,제주시,OFF-SU-10000207,사무용품,일반 사무용품,141372,4,33904.8,0.00 
